Year,Collection,Start.date,Trt,ID,Cultivar,budbreak,DOY,budbreak_LPI,LPI,CH_start,portions,UT,NC
2021_22,AB,10/26/21,fluctuating,5,FR,NA,299,108,108,-17.9,9,186,190
2021_22,AB,10/26/21,fluctuating,6,FR,NA,299,108,108,-17.9,9,186,190
2021_22,AB,10/26/21,fluctuating,7,FR,NA,299,108,108,-17.9,9,186,190
2021_22,AB,10/26/21,fluctuating,8,FR,NA,299,108,108,-17.9,9,186,190
2021_22,AB,10/26/21,fluctuating,9,FR,NA,299,108,108,-17.9,9,186,190
2021_22,AB,10/26/21,fluctuating,10,FR,NA,299,108,108,-17.9,9,186,190
2021_22,AB,10/26/21,fluctuating,11,FR,NA,299,108,108,-17.9,9,186,190
2021_22,AB,10/26/21,fluctuating,12,FR,NA,299,108,108,-17.9,9,186,190
2021_22,AB,10/26/21,fluctuating,13,FR,NA,299,108,108,-17.9,9,186,190
2021_22,AB,10/26/21,fluctuating,14,FR,NA,299,108,108,-17.9,9,186,190
2021_22,AB,10/26/21,fluctuating,15,FR,NA,299,108,108,-17.9,9,186,190
2021_22,AB,10/26/21,fluctuating,1,LC,33,299,33,NA,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,2,LC,53,299,53,NA,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,3,LC,55,299,55,NA,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,4,LC,61,299,61,NA,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,5,LC,65,299,65,NA,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,6,LC,76,299,76,NA,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,7,LC,NA,299,108,108,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,8,LC,NA,299,108,108,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,9,LC,NA,299,108,108,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,10,LC,NA,299,108,108,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,11,LC,NA,299,108,108,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,12,LC,NA,299,108,108,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,13,LC,NA,299,108,108,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,14,LC,NA,299,108,108,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,15,LC,NA,299,108,108,-16.4,9,186,190
2021_22,AB,10/26/21,fluctuating,1,MQ,61,299,61,NA,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,2,MQ,65,299,65,NA,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,3,MQ,68,299,68,NA,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,4,MQ,87,299,87,NA,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,5,MQ,NA,299,108,108,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,6,MQ,NA,299,108,108,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,7,MQ,NA,299,108,108,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,8,MQ,NA,299,108,108,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,9,MQ,NA,299,108,108,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,10,MQ,NA,299,108,108,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,11,MQ,NA,299,108,108,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,12,MQ,NA,299,108,108,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,13,MQ,NA,299,108,108,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,14,MQ,NA,299,108,108,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,15,MQ,NA,299,108,108,-17.3,9,186,190
2021_22,AB,10/26/21,fluctuating,1,PP,32,299,32,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,2,PP,33,299,33,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,3,PP,33,299,33,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,4,PP,35,299,35,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,5,PP,36,299,36,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,6,PP,38,299,38,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,7,PP,38,299,38,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,8,PP,39,299,39,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,9,PP,40,299,40,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,10,PP,42,299,42,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,11,PP,42,299,42,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,12,PP,43,299,43,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,13,PP,43,299,43,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,14,PP,44,299,44,NA,-17,9,186,190
2021_22,AB,10/26/21,fluctuating,15,PP,49,299,49,NA,-17,9,186,190
2021_22,AC,11/9/21,fluctuating,1,BR,31,313,31,NA,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,2,BR,34,313,34,NA,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,3,BR,47,313,47,NA,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,4,BR,47,313,47,NA,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,5,BR,53,313,53,NA,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,6,BR,NA,313,94,94,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,7,BR,NA,313,94,94,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,8,BR,NA,313,94,94,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,9,BR,NA,313,94,94,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,10,BR,NA,313,94,94,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,11,BR,NA,313,94,94,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,12,BR,NA,313,94,94,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,13,BR,NA,313,94,94,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,14,BR,NA,313,94,94,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,15,BR,NA,313,94,94,-17.5,19,385,394
2021_22,AC,11/9/21,fluctuating,1,FR,42,313,42,NA,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,2,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,3,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,4,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,5,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,6,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,7,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,8,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,9,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,10,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,11,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,12,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,13,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,14,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,15,FR,NA,313,94,94,-20.4,19,385,394
2021_22,AC,11/9/21,fluctuating,1,LC,29,313,29,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,2,LC,31,313,31,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,3,LC,32,313,32,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,4,LC,38,313,38,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,5,LC,38,313,38,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,6,LC,39,313,39,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,7,LC,41,313,41,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,8,LC,41,313,41,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,9,LC,47,313,47,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,10,LC,49,313,49,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,11,LC,45,313,45,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,12,LC,63,313,63,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,13,LC,71,313,71,NA,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,14,LC,NA,313,94,94,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,15,LC,NA,313,94,94,-18.6,19,385,394
2021_22,AC,11/9/21,fluctuating,1,MQ,37,313,37,NA,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,2,MQ,42,313,42,NA,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,3,MQ,49,313,49,NA,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,4,MQ,51,313,51,NA,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,5,MQ,59,313,59,NA,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,6,MQ,60,313,60,NA,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,7,MQ,61,313,61,NA,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,8,MQ,66,313,66,NA,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,9,MQ,76,313,76,NA,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,10,MQ,NA,313,94,94,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,11,MQ,NA,313,94,94,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,12,MQ,NA,313,94,94,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,13,MQ,NA,313,94,94,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,14,MQ,NA,313,94,94,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,15,MQ,NA,313,94,94,-19.9,19,385,394
2021_22,AC,11/9/21,fluctuating,1,PP,25,313,25,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,2,PP,27,313,27,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,3,PP,28,313,28,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,4,PP,29,313,29,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,5,PP,29,313,29,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,6,PP,29,313,29,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,7,PP,30,313,30,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,8,PP,30,313,30,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,9,PP,31,313,31,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,10,PP,31,313,31,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,11,PP,32,313,32,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,12,PP,34,313,34,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,13,PP,35,313,35,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,14,PP,37,313,37,NA,-18.2,19,385,394
2021_22,AC,11/9/21,fluctuating,15,PP,39,313,39,NA,-18.2,19,385,394
2021_22,AD,11/23/21,fluctuating,1,BR,23,327,23,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,2,BR,24,327,24,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,3,BR,24,327,24,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,4,BR,24,327,24,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,5,BR,24,327,24,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,6,BR,25,327,25,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,7,BR,25,327,25,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,8,BR,26,327,26,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,9,BR,27,327,27,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,10,BR,30,327,30,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,11,BR,30,327,30,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,12,BR,33,327,33,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,13,BR,35,327,35,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,14,BR,36,327,36,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,15,BR,37,327,37,NA,-20.6,30,585,598
2021_22,AD,11/23/21,fluctuating,1,FR,24,327,24,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,2,FR,27,327,27,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,3,FR,29,327,29,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,4,FR,30,327,30,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,5,FR,32,327,32,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,6,FR,33,327,33,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,7,FR,34,327,34,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,8,FR,38,327,38,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,9,FR,40,327,40,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,10,FR,40,327,40,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,11,FR,57,327,57,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,12,FR,73,327,73,NA,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,13,FR,NA,327,80,80,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,14,FR,NA,327,80,80,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,15,FR,NA,327,80,80,-22.6,30,585,598
2021_22,AD,11/23/21,fluctuating,1,LC,24,327,24,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,2,LC,26,327,26,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,3,LC,27,327,27,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,4,LC,26,327,26,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,5,LC,27,327,27,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,6,LC,27,327,27,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,7,LC,27,327,27,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,8,LC,28,327,28,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,9,LC,30,327,30,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,10,LC,32,327,32,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,11,LC,33,327,33,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,12,LC,33,327,33,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,13,LC,33,327,33,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,14,LC,35,327,35,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,15,LC,37,327,37,NA,-19.8,30,585,598
2021_22,AD,11/23/21,fluctuating,1,MQ,28,327,28,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,2,MQ,30,327,30,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,3,MQ,30,327,30,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,4,MQ,30,327,30,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,5,MQ,32,327,32,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,6,MQ,32,327,32,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,7,MQ,33,327,33,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,8,MQ,35,327,35,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,9,MQ,36,327,36,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,10,MQ,37,327,37,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,11,MQ,38,327,38,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,12,MQ,40,327,40,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,13,MQ,42,327,42,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,14,MQ,47,327,47,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,15,MQ,49,327,49,NA,-20.8,30,585,598
2021_22,AD,11/23/21,fluctuating,1,PP,27,327,27,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,2,PP,28,327,28,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,3,PP,29,327,29,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,4,PP,30,327,30,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,5,PP,30,327,30,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,6,PP,31,327,31,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,7,PP,32,327,32,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,8,PP,33,327,33,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,9,PP,33,327,33,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,10,PP,34,327,34,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,11,PP,36,327,36,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,12,PP,37,327,37,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,13,PP,38,327,38,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,14,PP,38,327,38,NA,-20.9,30,585,598
2021_22,AD,11/23/21,fluctuating,15,PP,40,327,40,NA,-20.9,30,585,598
2021_22,AE,12/7/21,fluctuating,1,BR,19,341,19,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,2,BR,19,341,19,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,3,BR,20,341,20,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,4,BR,20,341,20,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,5,BR,20,341,20,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,6,BR,21,341,21,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,7,BR,22,341,22,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,8,BR,23,341,23,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,9,BR,24,341,24,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,10,BR,24,341,24,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,11,BR,25,341,25,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,12,BR,25,341,25,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,13,BR,26,341,26,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,14,BR,29,341,29,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,15,BR,33,341,33,NA,-21.4,40,784,802
2021_22,AE,12/7/21,fluctuating,1,FR,22,341,22,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,2,FR,22,341,22,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,3,FR,23,341,23,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,4,FR,23,341,23,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,5,FR,23,341,23,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,6,FR,23,341,23,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,7,FR,24,341,24,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,8,FR,24,341,24,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,9,FR,24,341,24,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,10,FR,25,341,25,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,11,FR,26,341,26,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,12,FR,27,341,27,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,13,FR,27,341,27,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,14,FR,37,341,37,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,15,FR,43,341,43,NA,-22.9,40,784,802
2021_22,AE,12/7/21,fluctuating,1,LC,18,341,18,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,2,LC,20,341,20,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,3,LC,21,341,21,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,4,LC,22,341,22,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,5,LC,23,341,23,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,6,LC,24,341,24,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,7,LC,25,341,25,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,8,LC,26,341,26,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,9,LC,27,341,27,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,10,LC,29,341,29,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,11,LC,29,341,29,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,12,LC,37,341,37,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,13,LC,38,341,38,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,14,LC,43,341,43,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,15,LC,46,341,46,NA,-19.6,40,784,802
2021_22,AE,12/7/21,fluctuating,1,MQ,22,341,22,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,2,MQ,24,341,24,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,3,MQ,26,341,26,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,4,MQ,26,341,26,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,5,MQ,28,341,28,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,6,MQ,28,341,28,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,7,MQ,28,341,28,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,8,MQ,29,341,29,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,9,MQ,30,341,30,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,10,MQ,30,341,30,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,11,MQ,30,341,30,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,12,MQ,31,341,31,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,13,MQ,33,341,33,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,14,MQ,33,341,33,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,15,MQ,34,341,34,NA,-20.7,40,784,802
2021_22,AE,12/7/21,fluctuating,1,PP,22,341,22,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,2,PP,23,341,23,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,3,PP,24,341,24,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,4,PP,24,341,24,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,5,PP,24,341,24,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,6,PP,24,341,24,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,7,PP,25,341,25,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,8,PP,25,341,25,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,9,PP,26,341,26,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,10,PP,26,341,26,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,11,PP,27,341,27,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,12,PP,28,341,28,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,13,PP,29,341,29,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,14,PP,31,341,31,NA,-22,40,784,802
2021_22,AE,12/7/21,fluctuating,15,PP,31,341,31,NA,-22,40,784,802
2021_22,AF,12/22/21,fluctuating,1,BR,16,356,16,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,2,BR,17,356,17,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,3,BR,17,356,17,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,4,BR,17,356,17,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,5,BR,18,356,18,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,6,BR,18,356,18,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,7,BR,18,356,18,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,8,BR,19,356,19,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,9,BR,19,356,19,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,10,BR,19,356,19,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,11,BR,20,356,20,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,12,BR,20,356,20,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,13,BR,20,356,20,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,14,BR,22,356,22,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,15,BR,33,356,33,NA,-22.4,51,998,1020
2021_22,AF,12/22/21,fluctuating,1,FR,18,356,18,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,2,FR,19,356,19,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,3,FR,19,356,19,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,4,FR,20,356,20,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,5,FR,21,356,21,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,6,FR,22,356,22,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,7,FR,22,356,22,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,8,FR,23,356,23,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,9,FR,23,356,23,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,10,FR,24,356,24,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,11,FR,24,356,24,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,12,FR,25,356,25,NA,-24.8,51,998,1020
2021_22,AF,12/22/21,fluctuating,13,FR,26,356,26,NA,-24.8,51,998,1020
