Year,Date,Cultivar,LTE_C
2018_19,1/4/19,LC,-26.9
2018_19,1/4/19,MQ,-26.9
2018_19,1/4/19,PP,-26.9
2018_19,1/16/19,PP,-26.9
2018_19,2/5/19,FR,-26.9
2018_19,2/5/19,LC,-26.9
2018_19,2/5/19,MQ,-26.9
2018_19,2/5/19,PP,-26.9
2018_19,2/19/19,FR,-26.9
2018_19,2/19/19,MQ,-26.9
2018_19,2/19/19,PP,-26.9
2018_19,3/11/19,MQ,-26.9
2018_19,3/21/19,MQ,-26.9
2019_20,12/18/19,FR,-26.9
2019_20,12/18/19,LC,-26.9
2019_20,12/18/19,MQ,-26.9
2019_20,12/18/19,MQ,-26.9
2019_20,1/3/20,BR,-26.9
2019_20,1/16/20,BR,-26.9
2019_20,1/16/20,LC,-26.9
2019_20,1/16/20,LC,-26.9
2019_20,1/29/20,BR,-26.9
2019_20,1/29/20,BR,-26.9
2019_20,1/29/20,FR,-26.9
2019_20,1/29/20,LC,-26.9
2019_20,1/29/20,PP,-26.9
2019_20,2/13/20,BR,-26.9
2019_20,2/13/20,BR,-26.9
2019_20,2/13/20,FR,-26.9
2019_20,2/13/20,LC,-26.9
2019_20,3/4/20,FR,-26.9
2019_20,3/4/20,FR,-26.9
2021_22,11/23/21,BR,-26.9
2021_22,11/23/21,FR,-26.9
2021_22,11/23/21,FR,-26.9
2021_22,11/23/21,PP,-26.9
2018_19,11/23/18,BR,-26.8
2018_19,11/23/18,FR,-26.8
2018_19,11/23/18,LC,-26.8
2018_19,12/19/18,FR,-26.8
2018_19,1/4/19,FR,-26.8
2018_19,1/16/19,BR,-26.8
2018_19,1/16/19,LC,-26.8
2018_19,1/16/19,MQ,-26.8
2018_19,1/16/19,PP,-26.8
2018_19,1/16/19,PP,-26.8
2018_19,2/5/19,BR,-26.8
2018_19,2/5/19,FR,-26.8
2018_19,2/5/19,MQ,-26.8
2018_19,2/5/19,MQ,-26.8
2018_19,2/19/19,PP,-26.8
2018_19,2/19/19,PP,-26.8
2018_19,3/11/19,BR,-26.8
2018_19,3/11/19,BR,-26.8
2018_19,3/11/19,PP,-26.8
2018_19,3/11/19,PP,-26.8
2018_19,3/11/19,PP,-26.8
2019_20,12/4/19,LC,-26.8
2019_20,12/18/19,FR,-26.8
2019_20,12/18/19,LC,-26.8
2019_20,12/18/19,MQ,-26.8
2019_20,1/16/20,FR,-26.8
2019_20,1/29/20,BR,-26.8
2019_20,1/29/20,BR,-26.8
2019_20,1/29/20,FR,-26.8
2019_20,1/29/20,LC,-26.8
2019_20,2/13/20,MQ,-26.8
2019_20,2/26/20,FR,-26.8
2019_20,3/4/20,BR,-26.8
2019_20,3/4/20,FR,-26.8
2019_20,3/4/20,FR,-26.8
2019_20,3/4/20,LC,-26.8
2021_22,11/23/21,FR,-26.8
2021_22,1/19/22,FR,-26.8
2021_22,11/23/21,LC,-26.8
2021_22,11/23/21,MQ,-26.8
2021_22,12/22/21,MQ,-26.8
2021_22,11/23/21,PP,-26.8
2018_19,11/23/18,LC,-26.7
2018_19,12/19/18,BR,-26.7
2018_19,12/19/18,BR,-26.7
2018_19,12/19/18,LC,-26.7
2018_19,12/19/18,MQ,-26.7
2018_19,12/19/18,PP,-26.7
2018_19,1/4/19,LC,-26.7
2018_19,1/16/19,BR,-26.7
2018_19,1/16/19,FR,-26.7
2018_19,1/16/19,FR,-26.7
2018_19,1/16/19,LC,-26.7
2018_19,1/16/19,MQ,-26.7
2018_19,1/16/19,PP,-26.7
2018_19,1/16/19,PP,-26.7
2018_19,2/5/19,BR,-26.7
2018_19,2/5/19,BR,-26.7
2018_19,2/5/19,MQ,-26.7
2018_19,2/5/19,PP,-26.7
2018_19,3/11/19,FR,-26.7
2018_19,3/11/19,LC,-26.7
2018_19,3/11/19,MQ,-26.7
2019_20,12/4/19,BR,-26.7
2019_20,12/18/19,BR,-26.7
2019_20,12/18/19,BR,-26.7
2019_20,12/18/19,LC,-26.7
2019_20,12/18/19,PP,-26.7
2019_20,1/3/20,BR,-26.7
2019_20,1/3/20,FR,-26.7
2019_20,1/3/20,LC,-26.7
2019_20,1/16/20,BR,-26.7
2019_20,1/16/20,FR,-26.7
2019_20,1/16/20,FR,-26.7
2019_20,1/29/20,LC,-26.7
2019_20,2/13/20,BR,-26.7
2019_20,2/13/20,FR,-26.7
2019_20,2/13/20,LC,-26.7
2019_20,2/13/20,LC,-26.7
2019_20,2/13/20,MQ,-26.7
2019_20,2/26/20,BR,-26.7
2019_20,2/26/20,BR,-26.7
2019_20,2/26/20,LC,-26.7
2019_20,3/4/20,BR,-26.7
2019_20,3/4/20,FR,-26.7
2021_22,11/23/21,FR,-26.7
2021_22,11/23/21,FR,-26.7
2021_22,11/23/21,FR,-26.7
2021_22,11/23/21,LC,-26.7
2021_22,11/23/21,LC,-26.7
2021_22,11/23/21,MQ,-26.7
2021_22,12/22/21,PP,-26.7
2018_19,11/23/18,MQ,-26.6
2018_19,11/23/18,MQ,-26.6
2018_19,12/19/18,BR,-26.6
2018_19,12/19/18,BR,-26.6
2018_19,12/19/18,BR,-26.6
2018_19,12/19/18,FR,-26.6
2018_19,12/19/18,FR,-26.6
2018_19,12/19/18,LC,-26.6
2018_19,12/19/18,LC,-26.6
2018_19,12/19/18,PP,-26.6
2018_19,1/4/19,LC,-26.6
2018_19,1/4/19,LC,-26.6
2018_19,1/4/19,MQ,-26.6
2018_19,1/4/19,MQ,-26.6
2018_19,1/16/19,BR,-26.6
2018_19,1/16/19,BR,-26.6
2018_19,1/16/19,FR,-26.6
2018_19,1/16/19,FR,-26.6
2018_19,1/16/19,FR,-26.6
2018_19,1/16/19,LC,-26.6
2018_19,1/16/19,LC,-26.6
2018_19,1/16/19,MQ,-26.6
2018_19,1/16/19,PP,-26.6
2018_19,2/5/19,FR,-26.6
2018_19,2/5/19,PP,-26.6
2018_19,2/19/19,BR,-26.6
2018_19,3/11/19,PP,-26.6
2018_19,3/11/19,PP,-26.6
2019_20,12/4/19,FR,-26.6
2019_20,12/18/19,FR,-26.6
2019_20,12/18/19,FR,-26.6
2019_20,12/18/19,MQ,-26.6
2019_20,12/18/19,MQ,-26.6
2019_20,1/16/20,BR,-26.6
2019_20,1/16/20,BR,-26.6
2019_20,1/16/20,FR,-26.6
2019_20,1/16/20,LC,-26.6
2019_20,1/29/20,BR,-26.6
2019_20,1/29/20,BR,-26.6
2019_20,1/29/20,FR,-26.6
2019_20,1/29/20,FR,-26.6
2019_20,1/29/20,LC,-26.6
2019_20,1/29/20,LC,-26.6
2019_20,1/29/20,MQ,-26.6
2019_20,1/29/20,MQ,-26.6
2019_20,2/13/20,BR,-26.6
2019_20,2/13/20,FR,-26.6
2019_20,2/13/20,FR,-26.6
2019_20,2/13/20,FR,-26.6
2019_20,2/13/20,LC,-26.6
2019_20,2/13/20,MQ,-26.6
2019_20,2/13/20,MQ,-26.6
2019_20,2/13/20,PP,-26.6
2019_20,2/13/20,PP,-26.6
2019_20,2/26/20,BR,-26.6
2019_20,2/26/20,BR,-26.6
2019_20,2/26/20,BR,-26.6
2019_20,2/26/20,MQ,-26.6
2019_20,2/26/20,MQ,-26.6
2019_20,3/4/20,FR,-26.6
2019_20,3/4/20,LC,-26.6
2019_20,3/4/20,MQ,-26.6
2021_22,11/23/21,FR,-26.6
2021_22,11/23/21,MQ,-26.6
2021_22,11/23/21,MQ,-26.6
2021_22,1/19/22,MQ,-26.6
2021_22,1/19/22,PP,-26.6
2021_22,1/19/22,PP,-26.6
2018_19,12/19/18,BR,-26.5
2018_19,12/19/18,FR,-26.5
2018_19,12/19/18,MQ,-26.5
2018_19,12/19/18,PP,-26.5
2018_19,1/4/19,FR,-26.5
2018_19,1/4/19,LC,-26.5
2018_19,1/4/19,MQ,-26.5
2018_19,1/4/19,MQ,-26.5
2018_19,1/16/19,BR,-26.5
2018_19,1/16/19,FR,-26.5
2018_19,1/16/19,MQ,-26.5
2018_19,1/16/19,PP,-26.5
2018_19,2/5/19,BR,-26.5
2018_19,2/5/19,BR,-26.5
2018_19,2/5/19,MQ,-26.5
2018_19,2/19/19,BR,-26.5
2018_19,2/19/19,BR,-26.5
2018_19,2/19/19,PP,-26.5
2018_19,3/11/19,BR,-26.5
2018_19,3/11/19,MQ,-26.5
2018_19,3/21/19,FR,-26.5
2019_20,12/18/19,FR,-26.5
2019_20,12/18/19,LC,-26.5
2019_20,12/18/19,PP,-26.5
2019_20,12/18/19,PP,-26.5
2019_20,12/18/19,PP,-26.5
2019_20,1/3/20,BR,-26.5
2019_20,1/3/20,FR,-26.5
2019_20,1/3/20,MQ,-26.5
2019_20,1/16/20,LC,-26.5
2019_20,1/16/20,MQ,-26.5
2019_20,1/16/20,MQ,-26.5
2019_20,1/29/20,LC,-26.5
2019_20,1/29/20,LC,-26.5
2019_20,1/29/20,LC,-26.5
2019_20,2/13/20,BR,-26.5
2019_20,2/13/20,MQ,-26.5
2019_20,2/26/20,FR,-26.5
2019_20,2/26/20,FR,-26.5
2019_20,2/26/20,FR,-26.5
2019_20,3/4/20,FR,-26.5
2019_20,3/4/20,LC,-26.5
2021_22,2/15/22,BR,-26.5
2021_22,11/23/21,FR,-26.5
2021_22,11/23/21,LC,-26.5
2021_22,11/23/21,MQ,-26.5
2018_19,11/23/18,BR,-26.4
2018_19,11/23/18,FR,-26.4
2018_19,11/23/18,FR,-26.4
2018_19,12/19/18,FR,-26.4
2018_19,12/19/18,FR,-26.4
2018_19,12/19/18,FR,-26.4
2018_19,12/19/18,LC,-26.4
2018_19,12/19/18,MQ,-26.4
2018_19,12/19/18,MQ,-26.4
2018_19,1/4/19,FR,-26.4
2018_19,1/4/19,LC,-26.4
2018_19,1/4/19,MQ,-26.4
2018_19,1/4/19,PP,-26.4
2018_19,1/4/19,PP,-26.4
2018_19,1/16/19,BR,-26.4
2018_19,1/16/19,BR,-26.4
2018_19,1/16/19,LC,-26.4
2018_19,1/16/19,LC,-26.4
2018_19,1/16/19,LC,-26.4
2018_19,1/16/19,MQ,-26.4
2018_19,2/5/19,FR,-26.4
2018_19,2/5/19,LC,-26.4
2018_19,2/5/19,MQ,-26.4
2018_19,2/19/19,BR,-26.4
2018_19,2/19/19,BR,-26.4
2018_19,2/19/19,FR,-26.4
2018_19,2/19/19,FR,-26.4
2019_20,11/18/19,BR,-26.4
2019_20,12/18/19,BR,-26.4
2019_20,12/18/19,FR,-26.4
2019_20,12/18/19,FR,-26.4
2019_20,1/16/20,BR,-26.4
2019_20,1/16/20,FR,-26.4
2019_20,1/16/20,LC,-26.4
2019_20,1/16/20,MQ,-26.4
2019_20,1/16/20,MQ,-26.4
2019_20,1/16/20,PP,-26.4
2019_20,1/29/20,LC,-26.4
2019_20,1/29/20,PP,-26.4
2019_20,2/13/20,FR,-26.4
2019_20,2/13/20,FR,-26.4
2019_20,2/13/20,FR,-26.4
2019_20,2/13/20,LC,-26.4
2019_20,2/13/20,PP,-26.4
2019_20,2/26/20,FR,-26.4
2019_20,2/26/20,LC,-26.4
2019_20,2/26/20,MQ,-26.4
2019_20,3/4/20,FR,-26.4
2021_22,11/23/21,LC,-26.4
2021_22,11/23/21,MQ,-26.4
2021_22,12/22/21,MQ,-26.4
2021_22,12/22/21,PP,-26.4
2018_19,11/23/18,LC,-26.3
2018_19,12/19/18,BR,-26.3
2018_19,12/19/18,LC,-26.3
2018_19,12/19/18,MQ,-26.3
2018_19,1/4/19,BR,-26.3
2018_19,1/4/19,BR,-26.3
2018_19,1/4/19,LC,-26.3
2018_19,1/16/19,BR,-26.3
2018_19,1/16/19,FR,-26.3
2018_19,1/16/19,LC,-26.3
2018_19,1/16/19,LC,-26.3
2018_19,1/16/19,MQ,-26.3
2018_19,2/5/19,BR,-26.3
2018_19,2/5/19,BR,-26.3
2018_19,2/5/19,FR,-26.3
2018_19,2/5/19,LC,-26.3
2018_19,2/5/19,PP,-26.3
2018_19,2/5/19,PP,-26.3
2018_19,2/19/19,PP,-26.3
2018_19,3/11/19,FR,-26.3
2018_19,3/11/19,LC,-26.3
2018_19,3/11/19,MQ,-26.3
2018_19,3/21/19,MQ,-26.3
2019_20,12/18/19,FR,-26.3
2019_20,12/18/19,LC,-26.3
2019_20,12/18/19,MQ,-26.3
2019_20,12/18/19,MQ,-26.3
2019_20,12/18/19,MQ,-26.3
2019_20,12/18/19,PP,-26.3
2019_20,1/3/20,BR,-26.3
2019_20,1/3/20,BR,-26.3
2019_20,1/3/20,MQ,-26.3
2019_20,1/16/20,BR,-26.3
2019_20,1/16/20,BR,-26.3
2019_20,1/16/20,FR,-26.3
2019_20,1/16/20,LC,-26.3
2019_20,1/16/20,LC,-26.3
2019_20,1/16/20,LC,-26.3
2019_20,1/16/20,PP,-26.3
2019_20,1/29/20,BR,-26.3
2019_20,1/29/20,FR,-26.3
2019_20,1/29/20,LC,-26.3
2019_20,1/29/20,MQ,-26.3
2019_20,1/29/20,PP,-26.3
2019_20,2/13/20,BR,-26.3
2019_20,2/13/20,BR,-26.3
2019_20,2/13/20,BR,-26.3
2019_20,2/13/20,FR,-26.3
2019_20,2/13/20,LC,-26.3
2019_20,2/13/20,LC,-26.3
2019_20,2/13/20,MQ,-26.3
2019_20,2/13/20,PP,-26.3
2019_20,2/26/20,BR,-26.3
2019_20,2/26/20,PP,-26.3
2019_20,3/4/20,FR,-26.3
2019_20,3/4/20,FR,-26.3
2021_22,1/19/22,LC,-26.3
2021_22,11/23/21,PP,-26.3
2018_19,11/23/18,MQ,-26.2
2018_19,12/19/18,BR,-26.2
2018_19,12/19/18,BR,-26.2
2018_19,12/19/18,BR,-26.2
2018_19,1/4/19,FR,-26.2
2018_19,1/4/19,LC,-26.2
2018_19,1/4/19,PP,-26.2
2018_19,1/16/19,BR,-26.2
2018_19,1/16/19,BR,-26.2
2018_19,1/16/19,FR,-26.2
2018_19,1/16/19,LC,-26.2
2018_19,1/16/19,MQ,-26.2
2018_19,2/5/19,LC,-26.2
2018_19,2/5/19,MQ,-26.2
2018_19,2/5/19,MQ,-26.2
2018_19,3/11/19,BR,-26.2
2018_19,3/11/19,LC,-26.2
2018_19,3/11/19,LC,-26.2
2018_19,3/11/19,MQ,-26.2
2019_20,12/4/19,BR,-26.2
2019_20,12/18/19,BR,-26.2
2019_20,12/18/19,BR,-26.2
2019_20,12/18/19,FR,-26.2
2019_20,12/18/19,LC,-26.2
2019_20,1/3/20,FR,-26.2
2019_20,1/16/20,LC,-26.2
2019_20,1/16/20,PP,-26.2
2019_20,1/29/20,FR,-26.2
2019_20,1/29/20,FR,-26.2
2019_20,1/29/20,LC,-26.2
2019_20,1/29/20,LC,-26.2
2019_20,1/29/20,MQ,-26.2
2019_20,2/13/20,BR,-26.2
2019_20,2/13/20,MQ,-26.2
2019_20,2/13/20,MQ,-26.2
2019_20,2/26/20,BR,-26.2
2019_20,2/26/20,BR,-26.2
2019_20,2/26/20,FR,-26.2
2019_20,2/26/20,FR,-26.2
2019_20,3/4/20,BR,-26.2
2019_20,3/4/20,MQ,-26.2
2019_20,3/4/20,PP,-26.2
2021_22,12/22/21,BR,-26.2
2021_22,11/23/21,FR,-26.2
2021_22,11/23/21,MQ,-26.2
2021_22,12/22/21,PP,-26.2
2018_19,11/13/18,MQ,-26.1
2018_19,11/23/18,LC,-26.1
2018_19,11/23/18,LC,-26.1
2018_19,12/19/18,BR,-26.1
2018_19,12/19/18,PP,-26.1
2018_19,1/4/19,BR,-26.1
2018_19,1/4/19,FR,-26.1
2018_19,1/4/19,FR,-26.1
2018_19,1/4/19,LC,-26.1
2018_19,1/4/19,MQ,-26.1
2018_19,1/4/19,PP,-26.1
2018_19,1/4/19,PP,-26.1
2018_19,1/16/19,BR,-26.1
2018_19,1/16/19,BR,-26.1
2018_19,1/16/19,LC,-26.1
2018_19,1/16/19,MQ,-26.1
2018_19,1/16/19,PP,-26.1
2018_19,2/5/19,FR,-26.1
2018_19,2/5/19,LC,-26.1
2018_19,3/21/19,FR,-26.1
2018_19,3/21/19,FR,-26.1
2018_19,3/21/19,LC,-26.1
2019_20,12/4/19,MQ,-26.1
2019_20,12/18/19,FR,-26.1
2019_20,12/18/19,LC,-26.1
2019_20,1/3/20,BR,-26.1
2019_20,1/16/20,FR,-26.1
2019_20,1/16/20,MQ,-26.1
2019_20,1/29/20,BR,-26.1
2019_20,1/29/20,FR,-26.1
2019_20,1/29/20,FR,-26.1
2019_20,1/29/20,MQ,-26.1
2019_20,2/13/20,FR,-26.1
2019_20,2/13/20,LC,-26.1
2019_20,2/13/20,LC,-26.1
2019_20,2/13/20,PP,-26.1
2019_20,2/13/20,PP,-26.1
2019_20,2/13/20,PP,-26.1
2019_20,3/4/20,BR,-26.1
2019_20,3/4/20,FR,-26.1
2019_20,3/4/20,FR,-26.1
2019_20,3/4/20,PP,-26.1
2019_20,3/4/20,PP,-26.1
2021_22,11/23/21,MQ,-26.1
2018_19,12/19/18,FR,-26
2018_19,12/19/18,LC,-26
2018_19,1/4/19,BR,-26
2018_19,1/4/19,LC,-26
2018_19,1/16/19,BR,-26
2018_19,1/16/19,FR,-26
2018_19,1/16/19,LC,-26
2018_19,1/16/19,MQ,-26
2018_19,1/16/19,PP,-26
2018_19,2/19/19,FR,-26
2018_19,2/19/19,PP,-26
2018_19,3/11/19,FR,-26
2018_19,3/11/19,FR,-26
2018_19,3/11/19,LC,-26
2018_19,3/21/19,FR,-26
2019_20,11/18/19,FR,-26
2019_20,12/4/19,BR,-26
2019_20,12/4/19,FR,-26
2019_20,12/4/19,MQ,-26
2019_20,12/4/19,MQ,-26
2019_20,12/18/19,BR,-26
2019_20,12/18/19,BR,-26
2019_20,12/18/19,MQ,-26
2019_20,1/3/20,FR,-26
2019_20,1/3/20,LC,-26
2019_20,1/3/20,LC,-26
2019_20,1/16/20,LC,-26
2019_20,1/16/20,PP,-26
2019_20,1/29/20,BR,-26
2019_20,1/29/20,BR,-26
2019_20,1/29/20,FR,-26
2019_20,1/29/20,FR,-26
2019_20,1/29/20,PP,-26
2019_20,2/13/20,FR,-26
2019_20,2/13/20,FR,-26
2019_20,2/13/20,PP,-26
2019_20,2/26/20,FR,-26
2019_20,2/26/20,LC,-26
2019_20,2/26/20,LC,-26
2019_20,3/4/20,BR,-26
2019_20,3/4/20,FR,-26
2019_20,3/4/20,LC,-26
2021_22,11/23/21,FR,-26
2018_19,11/13/18,MQ,-25.9
2018_19,11/23/18,BR,-25.9
2018_19,11/23/18,MQ,-25.9
2018_19,12/19/18,LC,-25.9
2018_19,12/19/18,MQ,-25.9
2018_19,12/19/18,PP,-25.9
2018_19,1/4/19,LC,-25.9
2018_19,1/16/19,BR,-25.9
2018_19,1/16/19,FR,-25.9
2018_19,1/16/19,LC,-25.9
2018_19,1/16/19,LC,-25.9
2018_19,1/16/19,LC,-25.9
2018_19,2/5/19,BR,-25.9
2018_19,2/5/19,BR,-25.9
2018_19,2/5/19,BR,-25.9
2018_19,2/5/19,FR,-25.9
2018_19,2/5/19,LC,-25.9
2018_19,2/19/19,BR,-25.9
2018_19,3/11/19,BR,-25.9
2018_19,3/11/19,BR,-25.9
2018_19,3/11/19,MQ,-25.9
2018_19,3/11/19,MQ,-25.9
2018_19,3/11/19,MQ,-25.9
2018_19,3/11/19,PP,-25.9
2018_19,3/21/19,LC,-25.9
2018_19,3/21/19,LC,-25.9
2018_19,3/21/19,MQ,-25.9
2019_20,12/18/19,FR,-25.9
2019_20,12/18/19,MQ,-25.9
2019_20,1/3/20,BR,-25.9
2019_20,1/3/20,LC,-25.9
2019_20,1/3/20,MQ,-25.9
2019_20,1/16/20,LC,-25.9
2019_20,1/16/20,LC,-25.9
2019_20,1/16/20,MQ,-25.9
2019_20,1/16/20,PP,-25.9
2019_20,1/29/20,LC,-25.9
2019_20,1/29/20,LC,-25.9
2019_20,1/29/20,MQ,-25.9
2019_20,2/13/20,LC,-25.9
2019_20,2/13/20,MQ,-25.9
2019_20,2/13/20,MQ,-25.9
2019_20,2/13/20,PP,-25.9
2019_20,2/13/20,PP,-25.9
2019_20,2/26/20,FR,-25.9
2019_20,2/26/20,FR,-25.9
2019_20,2/26/20,FR,-25.9
2019_20,3/4/20,BR,-25.9
2019_20,3/4/20,LC,-25.9
2019_20,3/4/20,MQ,-25.9
2021_22,11/23/21,BR,-25.9
2021_22,11/23/21,BR,-25.9
2021_22,11/23/21,LC,-25.9
2021_22,11/23/21,MQ,-25.9
2021_22,11/23/21,MQ,-25.9
2018_19,11/13/18,FR,-25.8
2018_19,12/19/18,BR,-25.8
2018_19,12/19/18,LC,-25.8
2018_19,12/19/18,MQ,-25.8
2018_19,1/4/19,MQ,-25.8
2018_19,1/4/19,PP,-25.8
2018_19,1/16/19,BR,-25.8
2018_19,1/16/19,FR,-25.8
2018_19,2/5/19,BR,-25.8
2018_19,2/5/19,FR,-25.8
2018_19,2/5/19,LC,-25.8
2018_19,2/5/19,MQ,-25.8
2018_19,2/5/19,PP,-25.8
2018_19,3/11/19,MQ,-25.8
2018_19,3/11/19,PP,-25.8
2018_19,3/21/19,FR,-25.8
2019_20,11/18/19,BR,-25.8
2019_20,12/4/19,MQ,-25.8
2019_20,12/18/19,FR,-25.8
2019_20,12/18/19,PP,-25.8
2019_20,1/3/20,LC,-25.8
2019_20,1/16/20,FR,-25.8
2019_20,1/16/20,LC,-25.8
2019_20,1/16/20,MQ,-25.8
2019_20,1/16/20,PP,-25.8
2019_20,1/29/20,MQ,-25.8
2019_20,1/29/20,PP,-25.8
2019_20,2/13/20,BR,-25.8
2019_20,2/13/20,LC,-25.8
2019_20,2/26/20,BR,-25.8
2019_20,2/26/20,BR,-25.8
2019_20,2/26/20,FR,-25.8
2019_20,2/26/20,LC,-25.8
2019_20,2/26/20,MQ,-25.8
2019_20,3/4/20,BR,-25.8
2019_20,3/4/20,FR,-25.8
2019_20,3/4/20,FR,-25.8
2019_20,3/4/20,MQ,-25.8
2019_20,3/4/20,MQ,-25.8
2021_22,11/23/21,BR,-25.8
2021_22,11/23/21,FR,-25.8
2018_19,11/13/18,MQ,-25.7
2018_19,11/23/18,BR,-25.7
2018_19,12/19/18,BR,-25.7
2018_19,12/19/18,FR,-25.7
2018_19,12/19/18,LC,-25.7
2018_19,1/4/19,BR,-25.7
2018_19,1/4/19,LC,-25.7
2018_19,1/4/19,LC,-25.7
2018_19,1/4/19,PP,-25.7
2018_19,1/16/19,BR,-25.7
2018_19,1/16/19,BR,-25.7
2018_19,1/16/19,FR,-25.7
2018_19,1/16/19,LC,-25.7
2018_19,1/16/19,LC,-25.7
2018_19,1/16/19,LC,-25.7
2018_19,1/16/19,PP,-25.7
2018_19,2/5/19,BR,-25.7
2018_19,2/5/19,MQ,-25.7
2018_19,2/5/19,PP,-25.7
2018_19,2/5/19,PP,-25.7
2018_19,2/19/19,BR,-25.7
2018_19,2/19/19,MQ,-25.7
2018_19,2/19/19,PP,-25.7
2018_19,2/19/19,PP,-25.7
2018_19,3/11/19,LC,-25.7
2018_19,3/21/19,LC,-25.7
2019_20,12/4/19,FR,-25.7
2019_20,12/4/19,LC,-25.7
2019_20,12/18/19,BR,-25.7
2019_20,12/18/19,MQ,-25.7
2019_20,1/3/20,LC,-25.7
2019_20,1/16/20,FR,-25.7
2019_20,1/16/20,FR,-25.7
2019_20,1/16/20,LC,-25.7
2019_20,1/16/20,MQ,-25.7
2019_20,1/16/20,PP,-25.7
2019_20,1/16/20,PP,-25.7
2019_20,1/29/20,FR,-25.7
2019_20,1/29/20,FR,-25.7
2019_20,1/29/20,MQ,-25.7
2019_20,2/13/20,FR,-25.7
2019_20,2/13/20,MQ,-25.7
2019_20,2/26/20,LC,-25.7
2019_20,2/26/20,MQ,-25.7
2019_20,3/4/20,BR,-25.7
2019_20,3/4/20,FR,-25.7
2019_20,3/4/20,FR,-25.7
2019_20,3/4/20,LC,-25.7
2019_20,3/4/20,PP,-25.7
2021_22,11/23/21,FR,-25.7
2021_22,11/23/21,FR,-25.7
2021_22,12/22/21,FR,-25.7
2021_22,11/9/21,LC,-25.7
2021_22,12/22/21,PP,-25.7
2018_19,11/13/18,LC,-25.6
2018_19,11/23/18,BR,-25.6
2018_19,11/23/18,FR,-25.6
2018_19,11/23/18,LC,-25.6
2018_19,12/19/18,BR,-25.6
2018_19,12/19/18,BR,-25.6
2018_19,12/19/18,LC,-25.6
2018_19,12/19/18,LC,-25.6
2018_19,12/19/18,PP,-25.6
2018_19,1/4/19,BR,-25.6
2018_19,1/4/19,BR,-25.6
2018_19,1/4/19,FR,-25.6
2018_19,1/16/19,FR,-25.6
2018_19,1/16/19,FR,-25.6
2018_19,1/16/19,FR,-25.6
2018_19,1/16/19,LC,-25.6
2018_19,2/5/19,BR,-25.6
2018_19,2/5/19,PP,-25.6
2018_19,2/5/19,PP,-25.6
2018_19,2/5/19,PP,-25.6
2018_19,2/19/19,MQ,-25.6
2018_19,3/11/19,BR,-25.6
2018_19,3/11/19,BR,-25.6
2018_19,3/11/19,FR,-25.6
2018_19,3/11/19,MQ,-25.6
2018_19,3/21/19,LC,-25.6
2019_20,11/18/19,PP,-25.6
2019_20,12/4/19,FR,-25.6
2019_20,12/4/19,MQ,-25.6
2019_20,12/18/19,LC,-25.6
2019_20,12/18/19,PP,-25.6
2019_20,12/18/19,PP,-25.6
2019_20,1/3/20,BR,-25.6
2019_20,1/3/20,BR,-25.6
2019_20,1/3/20,FR,-25.6
2019_20,1/3/20,FR,-25.6
2019_20,1/3/20,LC,-25.6
2019_20,1/3/20,MQ,-25.6
2019_20,1/3/20,MQ,-25.6
2019_20,1/3/20,PP,-25.6
2019_20,1/16/20,FR,-25.6
2019_20,1/16/20,MQ,-25.6
2019_20,1/16/20,MQ,-25.6
2019_20,1/16/20,MQ,-25.6
2019_20,1/29/20,FR,-25.6
2019_20,1/29/20,PP,-25.6
2019_20,1/29/20,PP,-25.6
2019_20,1/29/20,PP,-25.6
2019_20,2/13/20,FR,-25.6
2019_20,2/13/20,FR,-25.6
2019_20,2/13/20,LC,-25.6
2019_20,2/13/20,PP,-25.6
2019_20,2/13/20,PP,-25.6
2019_20,2/26/20,BR,-25.6
2019_20,2/26/20,FR,-25.6
2019_20,2/26/20,FR,-25.6
2019_20,2/26/20,FR,-25.6
2019_20,2/26/20,LC,-25.6
2019_20,2/26/20,LC,-25.6
2019_20,3/4/20,BR,-25.6
2019_20,3/4/20,LC,-25.6
2021_22,11/23/21,BR,-25.6
2021_22,11/23/21,FR,-25.6
2021_22,11/23/21,LC,-25.6
2021_22,1/19/22,MQ,-25.6
2021_22,11/23/21,PP,-25.6
2021_22,12/22/21,PP,-25.6
2018_19,11/13/18,FR,-25.5
2018_19,11/23/18,BR,-25.5
2018_19,11/23/18,FR,-25.5
2018_19,11/23/18,LC,-25.5
2018_19,11/23/18,LC,-25.5
2018_19,12/19/18,FR,-25.5
2018_19,12/19/18,FR,-25.5
2018_19,1/4/19,FR,-25.5
2018_19,1/4/19,FR,-25.5
2018_19,1/4/19,MQ,-25.5
2018_19,1/4/19,PP,-25.5
2018_19,1/16/19,MQ,-25.5
2018_19,1/16/19,PP,-25.5
2018_19,2/5/19,LC,-25.5
2018_19,2/5/19,LC,-25.5
2018_19,3/21/19,MQ,-25.5
2018_19,3/21/19,MQ,-25.5
2019_20,11/18/19,FR,-25.5
2019_20,11/18/19,LC,-25.5
2019_20,11/18/19,LC,-25.5
2019_20,12/4/19,BR,-25.5
2019_20,12/4/19,LC,-25.5
2019_20,12/18/19,BR,-25.5
2019_20,12/18/19,MQ,-25.5
2019_20,12/18/19,MQ,-25.5
2019_20,1/3/20,FR,-25.5
2019_20,1/3/20,LC,-25.5
2019_20,1/3/20,MQ,-25.5
2019_20,1/16/20,LC,-25.5
2019_20,1/16/20,LC,-25.5
2019_20,1/16/20,LC,-25.5
